time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/fps,train/clip_fraction,train/entropy_loss,train/std,train/approx_kl,train/n_updates,train/loss,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_range,train/learning_rate
124,253952,41361.35187709,14395,336.0,17,0.134765625,-1.202074898034334,0.3740198314189911,0.009421836,6120,1226548.375,-1.1920928955078125e-07,2817728.991015625,-0.009654164926905651,0.2,0.0003
125,256000,40899.46981437,14497,336.0,17,0.085009765625,-1.2137601293623448,0.3758406639099121,0.006400084,6130,1451829.75,1.1920928955078125e-07,2803409.596484375,-0.004688617910142056,0.2,0.0003
126,258048,40474.08273739999,14598,336.0,17,0.0564453125,-1.2104664366692304,0.37329885363578796,0.0059102727,6140,1196427.75,0.0,2408993.332421875,-0.0029595533254905605,0.2,0.0003
127,260096,40629.173335709995,14699,336.0,17,0.066015625,-1.178922313824296,0.36808323860168457,0.007969029,6150,1163709.0,0.0,2455817.79765625,-0.0035701013141078873,0.2,0.0003
128,262144,40801.93647224,14800,336.0,17,0.0744140625,-1.1572087809443474,0.36773404479026794,0.009541227,6160,1526735.25,-1.1920928955078125e-07,2791868.990625,-0.002260907183517702,0.2,0.0003
129,264192,41028.0332404,14902,336.0,17,0.079541015625,-1.1569136805832385,0.3683260381221771,0.0077260844,6170,1412300.625,0.0,2861697.13359375,-0.0019996574643300845,0.2,0.0003
130,266240,41080.22227979,15003,336.0,17,0.0669921875,-1.1599270697683095,0.368498831987381,0.005633595,6180,1586591.5,0.0,3442228.9109375,-0.002823195478413254,0.2,0.0003
131,268288,41165.13566776,15105,336.0,17,0.095263671875,-1.1700197793543339,0.37109532952308655,0.009603415,6190,1371733.375,0.0,2754220.0390625,-0.00755852971051354,0.2,0.0003
132,270336,41347.143605360005,15206,336.0,17,0.080126953125,-1.1788683582097292,0.37217795848846436,0.0065689622,6200,1901609.125,0.0,3299547.52890625,-0.0059383422529208476,0.2,0.0003
133,272384,41027.179201110004,15307,336.0,17,0.083251953125,-1.176689387485385,0.3703659474849701,0.0077210683,6210,1604946.375,-1.1920928955078125e-07,2629198.60859375,-0.003411249593773391,0.2,0.0003
134,274432,41359.371877410005,15409,336.0,17,0.10595703125,-1.160753571987152,0.3678673803806305,0.008897977,6220,1063756.75,0.0,2266143.53046875,-0.005687175480125007,0.2,0.0003
135,276480,41464.82040536,15513,336.0,17,0.066796875,-1.1440572310239077,0.3666951358318329,0.0063252333,6230,1214703.0,0.0,2637159.801171875,-0.0016114801095682197,0.2,0.0003
136,278528,41665.238018879994,15614,336.0,17,0.073095703125,-1.1389864519238473,0.36750611662864685,0.007525499,6240,1450386.75,0.0,2984212.4203125,-0.0025845382289844563,0.2,0.0003
137,280576,41949.70766076,15716,336.0,17,0.0998046875,-1.1378854855895042,0.3668630123138428,0.009914265,6250,1085462.125,0.0,2812186.29375,-0.006340808016830124,0.2,0.0003
138,282624,41607.37767226,15819,336.0,17,0.0908203125,-1.1332825932651758,0.36634960770606995,0.0092147365,6260,1344186.0,1.1920928955078125e-07,2463169.464453125,-0.004862126636726316,0.2,0.0003
139,284672,41392.847023910006,15920,336.0,17,0.098388671875,-1.1322577383369208,0.3662458658218384,0.008305546,6270,1061704.25,5.960464477539063e-08,2391146.48203125,-0.004395561887940857,0.2,0.0003
140,286720,41181.28506448,16022,336.0,17,0.109765625,-1.126566741988063,0.36533960700035095,0.008758713,6280,1256987.625,0.0,2364215.399609375,-0.007253138411033433,0.2,0.0003
141,288768,41375.3531836,16122,336.0,17,0.090771484375,-1.120807261019945,0.36410781741142273,0.008329917,6290,1267340.5,0.0,2598922.423828125,-0.005484055250417441,0.2,0.0003
142,290816,41790.499468660004,16224,336.0,17,0.089453125,-1.116038141772151,0.3639843165874481,0.009274434,6300,1415583.0,0.0,3139431.48359375,-0.004597280114103342,0.2,0.0003
143,292864,41883.26168389,16326,336.0,17,0.071142578125,-1.1158275458961726,0.36449161171913147,0.008051673,6310,1274009.0,0.0,2523805.1546875,-0.0022512139359605497,0.2,0.0003
144,294912,42014.65856495,16429,336.0,17,0.03984375,-1.1196426555514336,0.364170104265213,0.004229258,6320,1538734.625,-1.1920928955078125e-07,3313341.946875,-0.0017494465893832967,0.2,0.0003
145,296960,41738.79154674,16530,336.0,17,0.090478515625,-1.125654363632202,0.36491429805755615,0.006479967,6330,1361888.75,-1.1920928955078125e-07,2731621.1828125,-0.0054598970426013695,0.2,0.0003
146,299008,41561.75463882,16631,336.0,17,0.062451171875,-1.1178522247821092,0.362027645111084,0.0056552244,6340,1556070.75,0.0,2630671.444140625,-0.002412439518957399,0.2,0.0003
147,301056,41131.79494243,16733,336.0,17,0.074072265625,-1.0962733272463083,0.35953736305236816,0.00716935,6350,1333020.625,0.0,2598526.878125,-0.004835103341611103,0.2,0.0003
148,303104,40709.77567832,16834,336.0,18,0.096728515625,-1.0896898470818996,0.3601720631122589,0.007003573,6360,1218442.75,0.0,2698434.974609375,-0.003900258118665079,0.2,0.0003
149,305152,41006.23491677,16934,336.0,18,0.07763671875,-1.1028819516301156,0.36285099387168884,0.0053459983,6370,1263308.125,0.0,2297174.183203125,-0.0015140208342927508,0.2,0.0003
150,307200,41084.025430630005,17036,336.0,18,0.050830078125,-1.1139476884156465,0.3630605638027191,0.005559398,6380,1800891.375,0.0,3492907.071875,-0.00245116698788479,0.2,0.0003
151,309248,41306.57319034,17137,336.0,18,0.078125,-1.1128555849194526,0.3626849949359894,0.008616174,6390,1187312.0,0.0,2370209.1609375,-0.0026523016655119135,0.2,0.0003
152,311296,41210.11531917,17241,336.0,18,0.098583984375,-1.1240652699023486,0.3649173080921173,0.006949742,6400,1559788.0,0.0,3160652.7890625,-0.006499835792055819,0.2,0.0003
153,313344,41509.457740599995,17342,336.0,18,0.0974609375,-1.1304923411458732,0.3640296161174774,0.008297915,6410,1377871.0,0.0,2607990.933984375,-0.005508132428803947,0.2,0.0003
154,315392,41427.854855159996,17444,336.0,18,0.083740234375,-1.1215307142585516,0.36310121417045593,0.0072049526,6420,1399796.875,0.0,2896493.111328125,-0.006413862508634338,0.2,0.0003
155,317440,41711.9505685,17547,336.0,18,0.05712890625,-1.110241575911641,0.36189696192741394,0.0048646703,6430,1380490.5,-2.384185791015625e-07,2690943.992578125,-0.0017732832013280131,0.2,0.0003
156,319488,41719.69644058999,17650,336.0,18,0.08876953125,-1.1060747426003217,0.3619774281978607,0.00894665,6440,1446093.5,0.0,2837188.540234375,-0.0029397777427220715,0.2,0.0003
157,321536,41342.76993668,17753,336.0,18,0.10283203125,-1.1114982232451438,0.36266469955444336,0.0077423276,6450,1105546.75,-1.1920928955078125e-07,2363371.166015625,-0.004718684067483991,0.2,0.0003
158,323584,41478.51788243,17855,336.0,18,0.06015625,-1.1061381753534079,0.36058926582336426,0.0051331185,6460,1851033.875,0.0,2532745.88515625,-0.001258206595957745,0.2,0.0003
159,325632,41611.640826999996,17959,336.0,18,0.0623046875,-1.093815840408206,0.35979723930358887,0.0066188695,6470,1236696.25,0.0,2860969.620703125,-0.001692630659090355,0.2,0.0003
160,327680,41584.27857283,18065,336.0,18,0.071435546875,-1.0879392366856337,0.3594663441181183,0.0068928804,6480,1385911.0,0.0,2812213.95625,-0.0026229875402350444,0.2,0.0003
161,329728,41747.785392909995,18168,336.0,18,0.0765625,-1.087997606024146,0.3598655164241791,0.007595661,6490,1671560.375,-1.1920928955078125e-07,2937361.79140625,-0.005150584754301235,0.2,0.0003
162,331776,41780.37555638001,18270,336.0,18,0.106689453125,-1.0957103695720434,0.36149486899375916,0.006812122,6500,1181217.5,0.0,2848815.001171875,-0.004565775176160969,0.2,0.0003
163,333824,41672.34740358,18374,336.0,18,0.083349609375,-1.1037485763430595,0.36200785636901855,0.007639974,6510,1086528.375,-1.1920928955078125e-07,2676142.21171875,-0.005135340374545194,0.2,0.0003
164,335872,42025.68934284,18477,336.0,18,0.088525390625,-1.1044329594820739,0.3613894283771515,0.007084775,6520,1172003.125,0.0,2609759.849609375,-0.0009994086780352519,0.2,0.0003
165,337920,42357.095144449995,18581,336.0,18,0.103076171875,-1.1017481412738561,0.3613588809967041,0.009993985,6530,1880854.25,0.0,3389723.50546875,-0.0064672211476136,0.2,0.0003
166,339968,42528.45310445,18683,336.0,18,0.07255859375,-1.1026550989598036,0.3615555465221405,0.0057885274,6540,1827199.625,0.0,3820747.78203125,-0.004337406549893785,0.2,0.0003
167,342016,42365.04870772,18784,336.0,18,0.087841796875,-1.0968813497573138,0.3606637418270111,0.009500649,6550,1146050.0,0.0,2451423.601953125,-0.001925077387568308,0.2,0.0003
168,344064,42534.667160799996,18886,336.0,18,0.10185546875,-1.084248223528266,0.35934337973594666,0.008609551,6560,1352095.625,1.1920928955078125e-07,2689922.641015625,-0.004227046262531076,0.2,0.0003
169,346112,42222.17692698,18988,336.0,18,0.07939453125,-1.0805376883596183,0.35963547229766846,0.006910923,6570,1754678.0,0.0,3386510.8875,-0.004853909488883801,0.2,0.0003
170,348160,42165.39414434999,19092,336.0,18,0.08154296875,-1.0734700493514537,0.3580554723739624,0.0072824256,6580,1052531.0,0.0,2563240.173046875,-0.0023244880125275814,0.2,0.0003
171,350208,41991.61134818999,19194,336.0,18,0.065185546875,-1.0655091471970082,0.3579864799976349,0.00541397,6590,1689292.0,0.0,2624289.362890625,-0.0028445077739888804,0.2,0.0003
172,352256,41796.41753282,19298,336.0,18,0.088671875,-1.0638887360692024,0.3572239875793457,0.00812065,6600,1208221.375,0.0,2510519.022265625,-0.004376809582754504,0.2,0.0003
173,354304,42164.45572028,19401,336.0,18,0.091259765625,-1.054224519059062,0.35494866967201233,0.0089039495,6610,992283.3125,0.0,2324865.1484375,-0.0021299764834111557,0.2,0.0003
174,356352,42325.10679644,19504,336.0,18,0.059814453125,-1.0385007690638304,0.35312604904174805,0.008188482,6620,1362157.25,0.0,2880569.70625,-0.003077590467000846,0.2,0.0003
175,358400,42124.50851286,19609,336.0,18,0.104443359375,-1.0332079984247684,0.3536674976348877,0.008107516,6630,1067380.125,0.0,2588271.251953125,-0.006698138170759193,0.2,0.0003
176,360448,42132.7360014,19712,336.0,18,0.088720703125,-1.0346626568585635,0.35378503799438477,0.009265695,6640,1491154.25,0.0,2941162.136328125,-0.004735011789307464,0.2,0.0003
177,362496,41868.205833780004,19814,336.0,18,0.072509765625,-1.0279595732688904,0.35203638672828674,0.0068602376,6650,1307667.75,0.0,2569953.758203125,-0.0032738981550210155,0.2,0.0003
178,364544,42034.6859805,19916,336.0,18,0.091259765625,-1.0163426011800767,0.35110726952552795,0.00751381,6660,1286076.5,0.0,2683592.76640625,-0.003053881082450971,0.2,0.0003
179,366592,42610.993100559994,20017,336.0,18,0.09736328125,-1.01808744892478,0.35215580463409424,0.008354304,6670,1547270.0,-1.1920928955078125e-07,3662211.4890625,-0.0049951036802667655,0.2,0.0003
180,368640,42654.33339237,20118,336.0,18,0.092578125,-1.020567014440894,0.35193634033203125,0.007340459,6680,1652895.25,0.0,3359196.53125,-0.0041501257277559486,0.2,0.0003
181,370688,41947.69073771,20218,336.0,18,0.092919921875,-1.0179177459329367,0.35259297490119934,0.007398149,6690,1400066.0,5.960464477539063e-08,2876390.095703125,-0.003985794862092007,0.2,0.0003
182,372736,42140.33277801001,20319,336.0,18,0.112158203125,-1.0149047538638114,0.3514588177204132,0.008291476,6700,1039895.6875,0.0,2264269.681640625,-0.003406017170345876,0.2,0.0003
183,374784,42141.563267100006,20420,336.0,18,0.06650390625,-0.9993172936141491,0.3491244614124298,0.0058711898,6710,1501664.625,0.0,2763748.612890625,-0.0038467561949801165,0.2,0.0003
184,376832,41942.24060625,20521,336.0,18,0.07666015625,-0.9955461306497455,0.3499259054660797,0.007270855,6720,1427560.125,0.0,2810004.786328125,-0.0031813155081181323,0.2,0.0003
185,378880,41931.811289970006,20621,336.0,18,0.128125,-0.9970930425450206,0.35019055008888245,0.008838214,6730,876292.9375,0.0,2283579.19375,-0.0067566846497356895,0.2,0.0003
186,380928,42093.41232753,20723,336.0,18,0.071875,-0.9950628673657775,0.3500051200389862,0.008065687,6740,1340536.0,0.0,2945806.794140625,-0.0030819547278952085,0.2,0.0003
187,382976,42075.13686140001,20823,336.0,18,0.089208984375,-0.9946851572021842,0.3497464656829834,0.0068200706,6750,902383.25,0.0,1980380.43828125,-0.00363357132737292,0.2,0.0003
188,385024,42158.4047103,20923,336.0,18,0.089697265625,-0.9981816885992885,0.35089054703712463,0.007994197,6760,1487152.25,0.0,3202476.30234375,-0.004023248761950526,0.2,0.0003
189,387072,42174.72562319,21024,336.0,18,0.1060546875,-1.0030607249587775,0.35176220536231995,0.008458237,6770,1349037.5,-1.1920928955078125e-07,2348355.3125,-0.005630410397134256,0.2,0.0003
190,389120,41910.79389825,21125,336.0,18,0.056640625,-0.9989894218742847,0.35071268677711487,0.006128351,6780,1454515.625,-1.1920928955078125e-07,2615679.94375,-0.0009684184973593801,0.2,0.0003
191,391168,42113.538954100004,21226,336.0,18,0.074951171875,-0.9863789163529872,0.3500390946865082,0.008555344,6790,1375471.125,0.0,2600361.051953125,-0.0031854715627559925,0.2,0.0003
192,393216,41637.342098910005,21335,336.0,18,0.10283203125,-0.9819458812475205,0.34980928897857666,0.008383583,6800,963231.75,5.960464477539063e-08,2720021.790234375,-0.005476144365820801,0.2,0.0003
193,395264,41893.39598863001,21437,336.0,18,0.0869140625,-0.9929044490680099,0.35190752148628235,0.007745494,6810,1232108.25,1.1920928955078125e-07,2176197.405078125,-0.003559937793761492,0.2,0.0003
194,397312,41685.048917,21538,336.0,18,0.059521484375,-0.9964183360338211,0.3505002558231354,0.006456083,6820,1721652.25,0.0,2956260.31875,-0.0030967634054832162,0.2,0.0003
195,399360,41455.47227992,21640,336.0,18,0.12646484375,-0.9885446025058627,0.34954872727394104,0.012670413,6830,948133.125,0.0,2177284.207421875,-0.004487605358008295,0.2,0.0003
196,401408,41277.89177234,21741,336.0,18,0.06484375,-0.9825647793710232,0.3486965596675873,0.00670163,6840,1188911.5,0.0,2872393.4421875,-0.003332829249848146,0.2,0.0003
197,403456,41101.20533532,21844,336.0,18,0.0982421875,-0.9732579389587045,0.34702375531196594,0.0077332715,6850,1045582.1875,0.0,2333674.4734375,-0.004633665921573993,0.2,0.0003
198,405504,40736.51251769,21947,336.0,18,0.098046875,-0.9596474703401328,0.3461891710758209,0.007784578,6860,1087018.5,0.0,2468606.636328125,-0.004984272786532529,0.2,0.0003
199,407552,40016.104213880004,22048,336.0,18,0.102490234375,-0.9502828240394592,0.3457494080066681,0.008814646,6870,1285196.0,0.0,2289186.178125,-0.003330016236577649,0.2,0.0003
200,409600,40141.01360833,22149,336.0,18,0.10126953125,-0.940376372076571,0.34450212121009827,0.008331742,6880,849981.8125,0.0,2154311.857421875,-0.003852017161261756,0.2,0.0003
201,411648,40117.73765343,22252,336.0,18,0.096484375,-0.946206889487803,0.34618106484413147,0.006810464,6890,1314572.375,-1.1920928955078125e-07,2259421.671875,-0.005015474793617613,0.2,0.0003
202,413696,40548.46734255001,22356,336.0,18,0.077880859375,-0.9658523274585604,0.3488418161869049,0.0068988837,6900,1181360.5,0.0,2607089.742578125,-0.003649684856645763,0.2,0.0003
203,415744,40772.31483211999,22457,336.0,18,0.061474609375,-0.978842100687325,0.3505297601222992,0.0074137775,6910,1762204.25,0.0,3276788.4265625,-0.004723290435504168,0.2,0.0003
204,417792,40484.384329960005,22561,336.0,18,0.090478515625,-0.9815082201734185,0.35049009323120117,0.0077625783,6920,1207372.5,0.0,2839306.47890625,-0.006636897074349691,0.2,0.0003
205,419840,40781.668222160006,22667,336.0,18,0.101318359375,-0.9747268712148071,0.34879231452941895,0.007679127,6930,726038.6875,0.0,2197388.466015625,-0.002507053384761093,0.2,0.0003
206,421888,40547.18098172,22769,336.0,18,0.08330078125,-0.9665340531617403,0.3486545979976654,0.007952036,6940,1703959.375,0.0,2900856.08359375,-0.004082305975316558,0.2,0.0003
207,423936,40337.22278986999,22872,336.0,18,0.10537109375,-0.9766530463472008,0.3513987362384796,0.010671841,6950,998434.5,0.0,2348640.46796875,-0.004226203043072019,0.2,0.0003
208,425984,40509.180601390006,22974,336.0,18,0.094287109375,-0.9909622220322489,0.3523314893245697,0.0076235393,6960,1018574.3125,0.0,2241105.70234375,-0.0018881143245380373,0.2,0.0003
209,428032,40911.139864330005,23082,336.0,18,0.11513671875,-0.9957192001864315,0.3528619706630707,0.010981336,6970,1586217.75,0.0,2961305.129296875,-0.007376614573149709,0.2,0.0003
210,430080,40361.6854216,23183,336.0,18,0.0732421875,-0.9949204122647644,0.3521830141544342,0.0070490767,6980,1447662.5,0.0,3234954.68515625,-0.004044880454603117,0.2,0.0003
211,432128,40227.09963208,23285,336.0,18,0.140380859375,-0.9861398566514253,0.34997525811195374,0.01223762,6990,721877.75,0.0,2001117.56953125,-0.0010674166944227182,0.2,0.0003
212,434176,40716.36013073999,23391,336.0,18,0.122265625,-0.9862787023186683,0.3508214056491852,0.00921255,7000,1142618.625,-1.1920928955078125e-07,2333391.23828125,-0.0060023181824362835,0.2,0.0003
213,436224,41008.25504831,23495,336.0,18,0.103662109375,-0.9909000270068645,0.35092511773109436,0.0076089385,7010,1469437.25,0.0,2987614.3796875,-0.006100965400401037,0.2,0.0003
214,438272,41557.29455424,23598,336.0,18,0.0958984375,-0.9966139085590839,0.35257044434547424,0.009691054,7020,1410609.5,-1.1920928955078125e-07,3094906.46328125,-0.005014696781290695,0.2,0.0003
215,440320,42137.504375100005,23701,336.0,18,0.06748046875,-0.9990898469462991,0.3525629937648773,0.006391954,7030,1457183.875,0.0,3144107.9015625,-0.00280599021789385,0.2,0.0003
216,442368,41852.32761947,23804,336.0,18,0.097216796875,-0.9962874064221978,0.3531478941440582,0.009252602,7040,1114044.25,0.0,2757663.075390625,-0.0027986587781924756,0.2,0.0003
217,444416,42161.16642021001,23906,336.0,18,0.09560546875,-1.0031207313761115,0.3541179895401001,0.007948036,7050,1512970.125,1.7881393432617188e-07,2806529.17734375,-0.005964342931110878,0.2,0.0003
218,446464,41430.13287833,24009,336.0,18,0.076513671875,-1.0090461201965808,0.35376763343811035,0.008750459,7060,1020633.0,0.0,2213159.26640625,0.0001602907505002804,0.2,0.0003
219,448512,40745.10740177,24114,336.0,18,0.1138671875,-1.0033715661615132,0.3532263934612274,0.007552829,7070,1102592.0,1.1920928955078125e-07,2012512.973046875,-0.004803515650564805,0.2,0.0003
220,450560,40656.08812834,24216,336.0,18,0.09072265625,-0.998145472444594,0.3533904552459717,0.0052201096,7080,783346.6875,0.0,1871965.7390625,-0.0008733599068364128,0.2,0.0003
221,452608,40986.952333589994,24320,336.0,18,0.076806640625,-1.002646354585886,0.3537943363189697,0.0062123216,7090,1350890.0,1.1920928955078125e-07,2476878.95625,-0.0029769823740934953,0.2,0.0003
222,454656,41303.26028216,24425,336.0,18,0.09990234375,-1.0035988509654998,0.35250863432884216,0.0074202246,7100,1512316.5,0.0,2954994.148828125,-0.0057023338318686004,0.2,0.0003
223,456704,41160.72480029,24527,336.0,18,0.091015625,-0.9976341681554913,0.35220322012901306,0.008381421,7110,1559838.875,0.0,3009539.923046875,-0.006186166575935204,0.2,0.0003
224,458752,41435.96826668,24628,336.0,18,0.0521484375,-1.0039233148097992,0.35465145111083984,0.0066026524,7120,1263492.375,0.0,2512701.939453125,-0.001791090018377872,0.2,0.0003
225,460800,40915.88853031,24730,336.0,18,0.096826171875,-1.0053311986848712,0.3532627820968628,0.007958204,7130,961867.25,0.0,2384830.007421875,-0.0027067276547313667,0.2,0.0003
226,462848,40914.826968539994,24832,336.0,18,0.098291015625,-0.9928649248555302,0.35210976004600525,0.0074242232,7140,1264669.5,0.0,2493674.09296875,-0.0036275900441978593,0.2,0.0003
227,464896,41514.384611730005,24936,336.0,18,0.09873046875,-0.9958614772185683,0.3536798655986786,0.008396074,7150,1145993.125,0.0,2096432.5796875,-0.0038082526829384734,0.2,0.0003
228,466944,41628.095893779995,25037,336.0,18,0.070849609375,-1.002869975194335,0.35352030396461487,0.0072564967,7160,1307121.625,1.1920928955078125e-07,2959630.64296875,-0.0028437665314413607,0.2,0.0003
229,468992,41391.64283165,25139,336.0,18,0.082080078125,-1.0097140725702047,0.35456034541130066,0.007869318,7170,1265758.75,0.0,2973861.9125,-0.0025490450891084036,0.2,0.0003
230,471040,41176.16936441999,25240,336.0,18,0.103515625,-1.0003337817266584,0.35109439492225647,0.0101059945,7180,1367876.125,1.7881393432617188e-07,2584802.866796875,-0.0075652990330127064,0.2,0.0003
231,473088,40725.93276212001,25343,336.0,18,0.081494140625,-0.9908425183966756,0.3512062728404999,0.0066996804,7190,1282210.5,-1.1920928955078125e-07,2428634.471875,-0.0021468287173775024,0.2,0.0003
232,475136,40327.970218630006,25444,336.0,18,0.071923828125,-0.989131098613143,0.35119736194610596,0.0061224373,7200,1119366.125,0.0,2245791.757421875,0.0011891755741089583,0.2,0.0003
233,477184,40243.16489873,25545,336.0,18,0.135498046875,-0.9844184873625637,0.3497455418109894,0.007823398,7210,863332.0625,0.0,1813077.5369140625,0.0020027151753311046,0.2,0.0003
234,479232,40757.35447087,25648,336.0,18,0.110400390625,-0.985172462835908,0.35047459602355957,0.008018948,7220,1182004.25,-1.1920928955078125e-07,2436750.830859375,-0.005289258941775188,0.2,0.0003
235,481280,41100.44432315,25751,336.0,18,0.0720703125,-0.9916177099570632,0.35124680399894714,0.0076409113,7230,1725841.875,0.0,2934803.21328125,-0.004309070433373563,0.2,0.0003
236,483328,41246.54975811,25852,336.0,18,0.098388671875,-0.993425739184022,0.35124680399894714,0.006610261,7240,1303427.0,0.0,2895601.051171875,-0.005215758792473935,0.2,0.0003
237,485376,41400.35379407,25953,336.0,18,0.070703125,-0.9886096844449639,0.3498568832874298,0.0055480264,7250,1020004.3125,0.0,2624606.562109375,-0.0025757663606782444,0.2,0.0003
238,487424,41293.92034215,26054,336.0,18,0.10439453125,-0.9812552120536566,0.349213570356369,0.00902939,7260,1632930.125,0.0,2848445.15703125,-0.0076407735512475485,0.2,0.0003
239,489472,40688.877952999996,26155,336.0,18,0.094580078125,-0.9887665584683418,0.35272955894470215,0.009140937,7270,1080311.75,0.0,2578458.72265625,-0.004575152248435188,0.2,0.0003
240,491520,40955.636637339994,26259,336.0,18,0.08798828125,-0.9999857766553759,0.35264551639556885,0.008227022,7280,1007436.5625,0.0,2293552.198828125,-9.870668582152575e-05,0.2,0.0003
241,493568,40928.90989540001,26362,336.0,18,0.087353515625,-0.9949250182136893,0.3519444465637207,0.006048153,7290,1090588.5,0.0,2586992.031640625,-0.0018242923979414627,0.2,0.0003
242,495616,40450.14599929,26464,336.0,18,0.102294921875,-0.9911420494318008,0.3521261513233185,0.01055732,7300,1083357.125,0.0,2151720.8203125,-0.004799873632873641,0.2,0.0003
243,497664,40345.3143882,26565,336.0,18,0.1474609375,-0.993651975505054,0.35287725925445557,0.01277232,7310,1292399.5,0.0,2005303.541796875,-0.0043405110089224765,0.2,0.0003
244,499712,40536.21978659,26674,336.0,18,0.0923828125,-0.9901579406112433,0.35262206196784973,0.0062440205,7320,1234419.5,0.0,2305080.359765625,-0.003238668863195926,0.2,0.0003
245,501760,40488.623211369995,26781,336.0,18,0.05029296875,-0.9835168393328786,0.3524346649646759,0.0044679395,7330,1568864.375,0.0,3485580.546875,-0.003294614132028073,0.2,0.0003
246,503808,40223.023435380004,26902,336.0,18,0.07734375,-0.97701486479491,0.3501901626586914,0.008235206,7340,992130.5625,0.0,2418080.4640625,-0.0032376913899497596,0.2,0.0003
247,505856,40601.477702410004,27015,336.0,18,0.078271484375,-0.9747446712106467,0.3510805666446686,0.008437499,7350,1219307.75,0.0,2454031.49375,-0.00380658366921125,0.2,0.0003
